Brand,Capacity,Load_type,Spin_speed,Machine_type,Motor_warranty,Offer_price,Original_price,Discount,Ratings,Quality
SAMSUNG ,6 kg,Front Load,1000 rpm,Automatic,20 years warranty,"₹29,500","₹33,500",11% off,4.8,6 Ratings & 0 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
MOTOROLA ,5 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹8,190","₹13,990",41% off,4.3,"8,190 Ratings & 705 Reviews"
Voltas ,5 kg,Front Load,1000 rpm,Automatic,12 Years Warranty,"₹21,990","₹31,990",31% off,4,891 Ratings & 98 Reviews
Voltas ,5 kg,Top Load,1300 rpm,Semi Automatic,,"₹10,880","₹15,990",31% off,4,11 Ratings & 1 Reviews
Lloyd ,8 kg,Top Load,1320 rpm,Semi Automatic,3 years Warranty,"₹13,999","₹15,590",10% off,4.3,8 Ratings & 1 Reviews
LG ,7 kg,Front Load,1200 RPM,Automatic,,"₹37,490","₹51,990",27% off,4.6,68 Ratings & 5 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
BOSCH ,8 kg,Front Load,1200 rpm,Automatic,10 Years Warranty,"₹39,900","₹56,490",29% off,,
IFB ,7 kg,Top Load,720 rpm,Automatic,,"₹20,290","₹26,250",22% off,,
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Godrej ,12 kg,Top Load,1440 rpm,Semi Automatic,5 Years Warranty,"₹16,990","₹25,750",34% off,4,51 Ratings & 2 Reviews
Voltas ,5 kg,Top Load,1350 RPM,Semi Automatic,,"₹10,739","₹15,000",28% off,3.8,4 Ratings & 0 Reviews
BOSCH ,7 kg,Top Load,680 RPM,Automatic,2 Years Warranty,"₹28,989","₹34,790",16% off,,
Panasonic ,12 kg,Top Load,750 RPM,Semi Automatic,,"₹17,860","₹26,500",32% off,4.4,19 Ratings & 0 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
Haier ,5 kg,Top Load,0 RPM,Automatic,2 Years Warranty,"₹24,000",,,4.4,8 Ratings & 0 Reviews
Voltas ,8 kg,Top Load,1450 RPM,Semi Automatic,,"₹12,500","₹16,490",24% off,4.2,36 Ratings & 0 Reviews
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,5 kg,Top Load,720 rpm,Automatic,10 Years Warranty,"₹13,290","₹17,900",25% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Front Load,700 RPM,Automatic,,"₹16,499","₹23,490",29% off,,
Haier ,7 kg,Top Load,800 RPM,Automatic,2 years warranty,"₹16,890","₹21,490",21% off,3,3 Ratings & 0 Reviews
White ,5 kg,Top Load,1600 rpm,Semi Automatic,5 Years Warranty,"₹8,499","₹12,499",32% off,3.7,102 Ratings & 8 Reviews
Panasonic ,5 kg,Top Load,850 RPM,Automatic,,"₹45,900","₹55,000",16% off,,
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
Whirlpool ,8 kg,Top Load,1400 RPM,Semi Automatic,,"₹12,350","₹16,500",25% off,4.7,47 Ratings & 1 Reviews
Whirlpool ,5 kg,Top Load,740 rpm,Automatic,,"₹17,490","₹20,650",15% off,4.2,51 Ratings & 5 Reviews
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Lloyd ,8 kg,Top Load,1400 rpm,Semi Automatic,2 Years Warranty,"₹13,389","₹23,490",43% off,,
IFB ,5 kg,Front Load,1000 RPM,Automatic,,"₹29,950","₹33,490",10% off,4.3,174 Ratings & 17 Reviews
Whirlpool ,8 kg,Top Load,1400 rpm,Semi Automatic,5 Years Warranty,"₹12,470","₹19,050",34% off,4.4,"6,273 Ratings & 557 Reviews"
SAMSUNG ,5 kg,Front Load,1000 rpm,Automatic,20 years warranty,"₹33,406","₹39,900",16% off,4.5,18 Ratings & 2 Reviews
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Thomson ,9 kg,Top Load,1400 rpm,Semi Automatic,,"₹9,999","₹13,499",25% off,4,"2,287 Ratings & 260 Reviews"
Godrej ,7 kg,Top Load,1400 RPM,Automatic,10 Year Warranty,"₹22,399","₹31,250",28% off,,
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
LG ,8 kg,Top Load,700 rpm,Automatic,,"₹26,290","₹35,990",26% off,3.9,12 Ratings & 0 Reviews
IFB ,5 kg,Front Load,55 RPM,Automatic,,"₹21,690","₹25,690",15% off,2.1,7 Ratings & 0 Reviews
SAMSUNG ,7 kg,Top Load,1300 rpm,Semi Automatic,,"₹12,890","₹14,500",11% off,4.4,220 Ratings & 16 Reviews
SAMSUNG ,5 kg,Front Load,1200 rpm,Automatic,20 years warranty,"₹35,000","₹38,400",8% off,4.3,31 Ratings & 2 Reviews
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,,700 rpm,Automatic,12 Years Warranty,"₹21,499","₹38,990",44% off,3.9,166 Ratings & 19 Reviews
Godrej ,5 kg,Top Load,670 rpm,Automatic,2 Years Warranty,"₹16,072","₹26,500",39% off,4.1,24 Ratings & 0 Reviews
MOTOROLA ,5 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹8,190","₹13,990",41% off,4.3,"8,190 Ratings & 705 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
BOSCH ,5 kg,Top Load,680 RPM,Automatic,2 Years Warranty,"₹22,599","₹29,990",24% off,4.8,5 Ratings & 1 Reviews
Voltas ,8 kg,,1300 rpm,Semi Automatic,5 Years Warranty,"₹10,290","₹16,990",39% off,4.3,"5,041 Ratings & 394 Reviews"
LG ,8 kg,Top Load,700 rpm,Automatic,,"₹25,890","₹30,916",16% off,4.4,387 Ratings & 24 Reviews
Lloyd ,9 kg,Top Load,1300 RPM,Semi Automatic,,"₹13,500","₹21,490",37% off,3.5,4 Ratings & 0 Reviews
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Whirlpool ,5 kg,Top Load,1400 rpm,Semi Automatic,10 Years Warranty,"₹14,989","₹22,100",32% off,3.6,90 Ratings & 7 Reviews
Whirlpool ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹10,803","₹15,800",31% off,4.1,27 Ratings & 1 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
IFB ,6 kg,Front Load,800 rpm,Automatic,,"₹27,390","₹29,490",7% off,4.3,444 Ratings & 41 Reviews
LG ,7 kg,,1400 rpm,,10 Years Warranty,"₹61,990","₹79,990",22% off,4.4,144 Ratings & 18 Reviews
SAMSUNG ,9 kg,Top Load,700 rpm,Automatic,,"₹28,090","₹32,800",14% off,4.4,163 Ratings & 5 Reviews
Godrej ,8 kg,Top Load,1400 RPM,Semi Automatic,,"₹13,640","₹18,500",26% off,4,55 Ratings & 3 Reviews
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,5 kg,Top Load,720 rpm,Automatic,10 Years Warranty,"₹13,290","₹17,900",25% off,4.2,"6,150 Ratings & 450 Reviews"
Unknown,8 kg,Front Load,1400 rpm,Automatic,5 Years Warranty,"₹27,899","₹41,999",33% off,3.9,8 Ratings & 1 Reviews
Voltas ,5 kg,Top Load,1300 rpm,Semi Automatic,,"₹12,959","₹21,290",39% off,4.2,9 Ratings & 1 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
SAMSUNG ,5 kg,Front Load,1000 rpm,Automatic,20 years warranty,"₹30,599","₹36,300",15% off,4.4,52 Ratings & 8 Reviews
Reliance ,5 kg,,1350 RPM,,2 Years Warranty,"₹5,424","₹8,499",36% off,4.1,84 Ratings & 7 Reviews
Panasonic ,7 kg,Top Load,720 rpm,Automatic,2 Years Warranty,"₹20,990","₹29,000",27% off,,
Lloyd ,5 kg,Top Load,1300 rpm,Semi Automatic,2 Years Warranty,"₹12,999","₹20,655",37% off,4,5 Ratings & 0 Reviews
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
SAMSUNG ,7 kg,Top Load,700 rpm,Automatic,20 years warranty,"₹23,499","₹26,000",9% off,4.5,4 Ratings & 1 Reviews
TOSHIBA ,8 kg,Front Load,1400 rpm,Automatic,4 Years Warranty,"₹43,490","₹54,990",20% off,,
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Voltas ,5 kg,Top Load,1300 rpm,Semi Automatic,,"₹11,930","₹18,490",35% off,4.6,8 Ratings & 0 Reviews
Voltas ,8 kg,Front Load,1400 rpm,Automatic,9 Years Warranty,"₹35,999","₹42,500",15% off,,
Panasonic ,5 kg,Top Load,700 RPM,Automatic,,"₹19,730","₹24,900",20% off,,
Haier ,7 kg,Top Load,740 rpm,Semi Automatic,,"₹11,994","₹14,000",14% off,4.4,90 Ratings & 6 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
BOSCH ,8 kg,,1200 rpm,,10 Years Warranty,"₹52,500","₹65,990",20% off,4.5,8 Ratings & 1 Reviews
Haier ,5 kg,Top Load,1300 RPM,Semi Automatic,,"₹13,612","₹19,000",28% off,4.3,60 Ratings & 7 Reviews
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,5 kg,Top Load,720 rpm,Automatic,10 Years Warranty,"₹13,290","₹17,900",25% off,4.2,"6,150 Ratings & 450 Reviews"
Whirlpool ,5 kg,Top Load,740 RPM,Automatic,,"₹16,400","₹19,200",14% off,4.6,47 Ratings & 3 Reviews
SAMSUNG ,7 kg,Front Load,1200 rpm,Automatic,10 Years Warranty,"₹32,797","₹44,990",27% off,4.4,29 Ratings & 2 Reviews
MarQ ,5 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹11,299",,,4.3,"7,024 Ratings & 1,006 Reviews"
Panasonic ,8 kg,Top Load,702 RPM,Automatic,,"₹27,599","₹39,500",30% off,5,3 Ratings & 2 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
White ,5 kg,Front Load,1200 rpm,Automatic,,"₹27,499","₹49,990",44% off,3.9,552 Ratings & 92 Reviews
BOSCH ,7 kg,Top Load,680 RPM,Automatic,2 Year Warranty,"₹22,999","₹28,689",19% off,4,6 Ratings & 0 Reviews
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Whirlpool ,8 kg,Top Load,740 rpm,Automatic,10 Years Warranty,"₹18,950","₹26,550",28% off,,
Panasonic ,5 kg,,1400 rpm,,10 Years Warranty,"₹45,990","₹58,000",20% off,,
Voltas ,8 kg,Top Load,1350 RPM,Semi Automatic,,"₹12,999","₹19,990",34% off,3.7,14 Ratings & 1 Reviews
SAMSUNG ,,,1400 RPM,,10 Years Warranty,"₹71,990","₹85,250",15% off,,
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
BOSCH ,8 kg,,0 RPM,,2 Years Warranty,"₹53,990","₹71,990",25% off,,
LG ,9 kg,Front Load,1400 RPM,Automatic,,"₹45,990","₹61,990",25% off,4.4,47 Ratings & 5 Reviews
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
LG ,8 kg,Top Load,780 RPM,Automatic,2 Years Warranty,"₹22,449","₹30,990",27% off,,
SAMSUNG ,8 kg,Front Load,1400 rpm,Automatic,,"₹39,990","₹44,900",10% off,4,31 Ratings & 0 Reviews
Lloyd ,7 kg,Top Load,600 rpm,Semi Automatic,,"₹10,849","₹13,990",22% off,4.5,36 Ratings & 2 Reviews
Godrej ,8 kg,Top Load,1400 RPM,Semi Automatic,,"₹13,550","₹17,334",21% off,4,55 Ratings & 3 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
MOTOROLA ,5 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹8,190","₹13,990",41% off,4.3,"8,190 Ratings & 705 Reviews"
IFB ,5 kg,Front Load,1000 RPM,Automatic,,"₹31,490","₹35,290",10% off,4.8,20 Ratings & 2 Reviews
Lloyd ,5 kg,Top Load,680 rpm,Automatic,,"₹15,300","₹19,490",21% off,4.3,21 Ratings & 0 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
Lloyd ,7 kg,Top Load,600 rpm,Semi Automatic,,"₹11,422","₹14,090",18% off,4.5,28 Ratings & 1 Reviews
SAMSUNG ,7 kg,Front Load,1200 rpm,Automatic,20 Years Warranty,"₹31,880","₹49,990",36% off,,
Kelvinator ,5 kg,Top Load,1450 RPM,Semi Automatic,1 Years Warranty,"₹9,190","₹15,192",39% off,3.7,7 Ratings & 0 Reviews
Whirlpool ,5 kg,Top Load,740 RPM,Automatic,10 Years Warranty,"₹19,850","₹27,700",28% off,3.3,3 Ratings & 0 Reviews
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
LG ,7 kg,,1200 rpm,,10 Years Warranty,"₹28,990","₹43,990",34% off,4.4,"22,237 Ratings & 1,824 Reviews"
BOSCH ,8 kg,Front Load,1400 rpm,Automatic,10 Years Warranty,"₹38,990","₹57,990",32% off,,
Panasonic ,8 kg,Top Load,720 rpm,Automatic,2 Years Warranty,"₹21,690","₹30,000",27% off,,
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Panasonic ,10 kg,Top Load,750 RPM,Semi Automatic,,"₹18,199","₹25,000",27% off,3.9,10 Ratings & 0 Reviews
Lloyd ,5 kg,Top Load,1300 rpm,Semi Automatic,2 Years Warranty,"₹14,500","₹17,900",18% off,3.8,10 Ratings & 2 Reviews
Equator ,10 kg,Front Load,1400 rpm,Automatic,,"₹29,999","₹55,490",45% off,,
SAMSUNG ,,Top Load,1300 rpm,Semi Automatic,,"₹14,000","₹15,800",11% off,4.1,13 Ratings & 1 Reviews
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
Sansui ,5 kg,Top Load,700 RPM,Automatic,,"₹12,990","₹19,990",35% off,3.7,104 Ratings & 11 Reviews
Acer ,8 kg,,700 rpm,,10 Years Warranty,"₹16,999","₹38,999",56% off,4.1,"1,186 Ratings & 155 Reviews"
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,5 kg,Top Load,720 rpm,Automatic,10 Years Warranty,"₹13,290","₹17,900",25% off,4.2,"6,150 Ratings & 450 Reviews"
Godrej ,8 kg,Front Load,1400 rpm,Automatic,2 Years Warranty,"₹31,410","₹46,500",32% off,3.2,5 Ratings & 0 Reviews
Kelvinator ,5 kg,Top Load,1300 RPM,Semi Automatic,,"₹12,130","₹22,999",47% off,,
BOSCH ,8 kg,Front Load,1200 RPM,Automatic,,"₹36,672","₹51,590",28% off,4.5,19 Ratings & 2 Reviews
Whirlpool ,8 kg,Top Load,740 rpm,Automatic,10 Years Warranty,"₹18,720","₹25,990",27% off,3.2,5 Ratings & 0 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
BPL ,7 kg,Top Load,1320 RPM,Semi Automatic,5 Years Warranty,"₹9,021","₹13,999",35% off,,
SAMSUNG ,9 kg,Front Load,1400 rpm,Automatic,2 Years Warranty,"₹37,999","₹55,900",32% off,3.7,3 Ratings & 0 Reviews
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
SAMSUNG ,,Top Load,1300 rpm,Semi Automatic,,"₹14,890","₹18,200",18% off,4.2,109 Ratings & 6 Reviews
DMR ,4 kg,Top Load,250 RPM,Automatic,,"₹9,990","₹24,999",60% off,3,5 Ratings & 0 Reviews
Panasonic ,5 kg,Top Load,550 RPM,Semi Automatic,,"₹15,000","₹19,000",21% off,,
Godrej ,8 kg,Top Load,720 RPM,Semi Automatic,,"₹13,399","₹20,750",35% off,,
Thomson ,5 kg,Top Load,1400 RPM,Semi Automatic,5 Years Warranty,"₹7,499","₹11,499",34% off,4.1,"19,634 Ratings & 1,740 Reviews"
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
LG ,7 kg,Top Load,1350 RPM,Semi Automatic,,"₹13,999","₹14,990",6% off,4.4,776 Ratings & 44 Reviews
BOSCH ,7 kg,Front Load,1200 RPM,Automatic,2 Years Warranty,"₹34,549","₹50,490",31% off,,
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
SAMSUNG ,8 kg,Top Load,700 rpm,Automatic,20 years warranty,"₹26,501","₹29,500",10% off,4,17 Ratings & 0 Reviews
Lloyd ,12 kg,Top Load,1300 rpm,Semi Automatic,,"₹16,999","₹22,990",26% off,3.6,9 Ratings & 0 Reviews
DMR ,3 kg,,240 RPM,,,"₹4,789","₹6,499",26% off,3.6,81 Ratings & 4 Reviews
BOSCH ,7 kg,Top Load,680 rpm,Automatic,10 Years Warranty,"₹21,600","₹46,120",53% off,3.9,36 Ratings & 1 Reviews
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Godrej ,5 kg,Top Load,720 rpm,Automatic,10 Years Warranty,"₹13,290","₹17,900",25% off,4.2,"6,150 Ratings & 450 Reviews"
Panasonic ,10 kg,Top Load,550 RPM,Semi Automatic,,"₹17,180","₹25,000",31% off,3.9,10 Ratings & 0 Reviews
SAMSUNG ,5 kg,Top Load,1300 RPM,Semi Automatic,2 Years Warranty,"₹18,000","₹22,900",21% off,5,6 Ratings & 0 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
Kelvinator ,12 kg,Top Load,1350 RPM,Semi Automatic,5 Years Warranty,"₹16,390","₹24,990",34% off,,
Voltas ,7 kg,Top Load,700 rpm,Automatic,,"₹18,500","₹28,690",35% off,4.5,31 Ratings & 3 Reviews
LG ,7 kg,Front Load,1200 rpm,Automatic,,"₹36,990","₹40,990",9% off,4.2,45 Ratings & 4 Reviews
Siemens ,6 kg,,1400 rpm,,10 Years Warranty,"₹65,990","₹97,990",32% off,,
realme ,7 kg,Top Load,1400 RPM,Semi Automatic,,"₹7,990","₹12,490",36% off,4.2,"76,352 Ratings & 7,073 Reviews"
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹7,790","₹12,500",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
BPL ,7 kg,Top Load,1350 rpm,Semi Automatic,2 Years Warranty,"₹8,990","₹13,999",35% off,,
LG ,7 kg,Top Load,1300 rpm,Semi Automatic,,"₹14,347","₹16,590",13% off,4.4,776 Ratings & 44 Reviews
Voltas ,9 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹12,190","₹23,490",48% off,4.3,"14,645 Ratings & 1,044 Reviews"
LG ,7 kg,Top Load,1350 rpm,Semi Automatic,,"₹11,490","₹14,190",19% off,4.4,"40,617 Ratings & 2,653 Reviews"
Acer ,7 kg,Top Load,700 RPM,Automatic,10 Years Warranty,"₹16,499","₹25,999",36% off,,
Haier ,7 kg,Top Load,1300 RPM,Semi Automatic,5 Years Warranty,"₹12,149","₹14,500",16% off,4,93 Ratings & 3 Reviews
IFB ,5 kg,,55 rpm,,10 Years Warranty,"₹23,490","₹26,990",12% off,3.8,6 Ratings & 0 Reviews
White ,5 kg,Top Load,1600 rpm,Semi Automatic,5 Years Warranty,"₹10,990","₹14,999",26% off,4,687 Ratings & 72 Reviews
Godrej ,7 kg,,720 rpm,,10 Years Warranty,"₹13,990","₹27,000",48% off,4.2,"6,150 Ratings & 450 Reviews"
MOTOROLA ,5 kg,Top Load,1350 rpm,Semi Automatic,5 Years Warranty,"₹8,190","₹13,990",41% off,4.3,"8,190 Ratings & 705 Reviews"
Kelvinator ,5 kg,Top Load,680 RPM,Automatic,2 Years Warranty,"₹14,912","₹21,990",32% off,,
Godrej ,8 kg,,670 rpm,,10 Years Warranty,"₹18,990","₹33,000",42% off,,
Voltas ,5 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹10,790","₹19,990",46% off,4.3,"14,645 Ratings & 1,044 Reviews"
FOXSKY ,8 kg,Top Load,1450 rpm,Semi Automatic,,"₹7,790","₹19,990",61% off,4.1,518 Ratings & 33 Reviews
BOSCH ,5 kg,Top Load,720 RPM,Automatic,3 Years warranty,"₹24,900","₹29,000",14% off,,
SAMSUNG ,11 kg,Front Load,1400 rpm,Automatic,20 Years Warranty,"₹49,990","₹71,990",30% off,,
Haier ,6 kg,Top Load,800 RPM,Automatic,,"₹21,100","₹21,200",,,
SAMSUNG ,12 kg,Front Load,1400 RPM,Automatic,20 Years Warranty,"₹51,990","₹65,990",21% off,,
Voltas ,7 kg,Top Load,1350 rpm,Semi Automatic,1 Year Warranty,"₹8,990","₹14,490",37% off,4.3,"14,645 Ratings & 1,044 Reviews"
LG ,7 kg,,1200 rpm,,10 Years Warranty,"₹28,990","₹43,990",34% off,4.4,"22,237 Ratings & 1,824 Reviews"
SAMSUNG ,5 kg,Top Load,1300 RPM,Semi Automatic,2 Years warranty,"₹13,220","₹16,000",17% off,4.9,10 Ratings & 0 Reviews
